date,countryiso3code,full_pubs,frac_pubs,frac_FWCI,frac_intl,frac_pubs_top10p_FWCI_perc,number_unique_authors
1990,ITA,29229,26893.3128,0.609274688,1955.11538,0.053339478,61014
1991,ITA,28082,25533.5516,0.681400688,2156.378255,0.059684607,60365
1992,ITA,29863,26896.47698,0.669643051,2472.121719,0.057321674,63323
1993,ITA,30750,27486.34865,0.734024272,2675.657008,0.063526007,66369
1994,ITA,32793,29096.63633,0.772104879,3034.267033,0.067746769,69616
1995,ITA,32728,28673.08235,0.818474445,3266.989308,0.07332737,68409
1996,ITA,39334,33453.04017,0.847277388,4574.925279,0.076873917,74928
1997,ITA,40747,34281.48536,0.847822245,4974.516855,0.075920442,76863
1998,ITA,40211,33274.18151,0.944354311,5260.969702,0.083818771,74556
1999,ITA,40625,32864.47934,0.937130317,5313.335112,0.086920953,72866
2000,ITA,42716,35256.45191,0.968969948,5700.56695,0.090693973,78206
2001,ITA,44147,36827.83231,0.989015773,5825.988632,0.095631689,84016
2002,ITA,46949,38691.07195,1.00837161,6512.631078,0.099825398,86622
2003,ITA,52202,41833.94776,0.978040269,7779.465141,0.093282342,89134
2004,ITA,55518,44406.98298,1.017915833,8614.804848,0.096949998,95902
2005,ITA,60354,47823.65227,1.053958835,9554.165303,0.103512013,102151
2006,ITA,64314,50748.7384,1.04707969,10452.46713,0.102905295,108207
2007,ITA,69191,54165.19799,1.064561446,11439.92426,0.103455796,114043
2008,ITA,72057,56239.78735,1.055710012,11909.76483,0.104935834,118969
2009,ITA,76150,59139.89572,1.070835238,12621.5195,0.106258251,122987
2010,ITA,77709,59175.97118,1.134569199,13148.99019,0.116457771,124680
2011,ITA,81373,61454.76308,1.15504083,13991.69017,0.119012564,128613
2012,ITA,87271,65587.40367,1.199406592,15249.22847,0.124517977,136418
2013,ITA,93162,69840.69899,1.183373674,16704.18166,0.125461184,142559
2014,ITA,96425,71765.40807,1.207484461,17743.25351,0.12668256,148436
2015,ITA,100358,73924.20448,1.17491103,19211.4075,0.12475019,155524
2016,ITA,102580,74368.72408,1.162307634,19974.60032,0.124770841,157986
2017,ITA,106357,76441.78137,1.150843122,20897.94829,0.121093907,162406
2018,ITA,109951,78075.221,1.138705471,22229.39804,0.120884584,165025
2019,ITA,117046,83576.28824,1.129270902,23067.25395,0.119816545,173882
2020,ITA,130419,92603.79482,1.148695317,25318.29528,0.117548757,190351
2021,ITA,140793,99437.22285,1.131448899,26780.24738,0.116149399,204445
2022,ITA,138180,96871.52091,1.151872453,26460.49073,0.120550445,207932
2023,ITA,135629,94121.53995,1.178974829,26631.00349,0.123197543,208712
2024,ITA,11966,7813.733574,1.038946934,2583.684924,0.998807507,43615
1990,JAM,201,162.9357864,0.58679602,29.1024531,0.044077599,303
1991,JAM,185,149.216342,0.538776884,28.21634199,0.028444903,281
1992,JAM,216,172.4566017,0.548057778,26.6232684,0.049400512,325
1993,JAM,233,185.3478938,0.527617634,30.81456044,0.043633091,342
1994,JAM,245,197.2744048,0.644403918,32.27440476,0.033498179,361
1995,JAM,271,209.3974281,0.478607974,38.31409473,0.01883712,430
1996,JAM,277,201.1581252,0.550852174,47.24145854,0.028855497,386
1997,JAM,259,177.8603983,0.558228193,50.74373168,0.041773179,353
1998,JAM,277,180.9216792,0.416937401,59.21215539,0.02451672,364
1999,JAM,279,188.7579303,0.495292413,48.85793028,0.018125799,403
2000,JAM,294,211.250913,0.424069599,46.91480186,0.011081179,444
2001,JAM,361,282.407043,0.527077343,49.87370962,0.035671368,576
2002,JAM,377,275.9008078,0.45110811,56.56747451,0.017588846,559
2003,JAM,401,283.1451928,0.481190844,75.56185943,0.027708035,562
2004,JAM,465,325.7971555,0.590447344,87.59715555,0.025940422,609
2005,JAM,453,320.2649906,0.534981329,95.16499056,0.034212835,664
2006,JAM,494,344.2150688,0.553793424,96.59840214,0.030570344,679
2007,JAM,554,387.2638543,0.529673092,110.830521,0.022741628,791
2008,JAM,592,409.4939093,0.611612397,108.4939093,0.035092534,890
2009,JAM,627,434.3854186,0.550279632,105.268752,0.031240399,884
2010,JAM,587,365.8887287,0.477709449,103.6006945,0.023842435,761
2011,JAM,682,455.4496112,0.560966817,127.7277858,0.034452286,939
2012,JAM,667,455.8618164,0.485574254,126.0284831,0.034390423,942
2013,JAM,668,423.9894102,0.611785486,119.5866324,0.025942501,882
2014,JAM,714,477.966431,0.516515629,125.2902405,0.024016827,1002
2015,JAM,619,368.6763973,0.598695843,136.3097306,0.035932894,885
2016,JAM,664,407.4363248,0.629965429,126.9363248,0.053527053,951
2017,JAM,745,469.3035807,0.55215736,143.9702473,0.034064681,1087
2018,JAM,738,451.9474513,0.522379842,153.6331656,0.029474555,1093
2019,JAM,773,447.4365838,0.666871475,146.6865838,0.041580458,1144
2020,JAM,820,445.0827191,0.646817547,179.2160524,0.050256332,1088
2021,JAM,865,475.602596,0.680058502,181.9359293,0.048188343,1189
2022,JAM,849,452.169894,0.752854128,171.5865607,0.046410417,1116
2023,JAM,821,426.4647678,0.597518861,172.9647678,0.061161909,1146
2024,JAM,81,36.45483943,5.747067354,17.95483943,1,144
1997,JEY,1,1,2.14603137,,0,1
1999,JEY,17,11.675,0.147859786,2.675,0,24
2000,JEY,24,15.44215686,0.347954369,4.442156863,0,32
2001,JEY,23,18.23717949,0.198771992,4.737179487,0,38
2002,JEY,17,6.080357143,0.53321858,4.580357143,0.054821341,18
2003,JEY,7,3.266666667,1.614632045,2.266666667,0.204081633,7
2004,JEY,11,3.14273088,0.615955719,2.976064214,0.159097301,12
2005,JEY,18,6.38023088,0.777196881,3.88023088,0.052244713,18
2006,JEY,19,7.129061625,0.438745912,5.629061625,0.056776323,19
2007,JEY,23,6.18050887,0.95003568,5.18050887,0.139511959,21
2008,JEY,34,15.98719388,0.32934876,5.987193878,0.001276532,26
2009,JEY,24,10.63789789,0.497858357,5.637897886,0.02534409,28
2010,JEY,22,7.978105636,0.488025511,4.978105636,0.018767942,23
2011,JEY,26,7.026582326,1.548076758,7.026582326,0.086908999,24
2012,JEY,36,10.69079532,0.632678954,7.690795316,0.050666639,38
2013,JEY,29,10.52404719,0.623263701,4.024047195,0.139075428,31
2014,JEY,43,16.92305127,0.397301584,7.923051266,0.013131333,49
2015,JEY,34,16.60613566,0.775468461,5.10613566,0.072670346,58
2016,JEY,33,15.69453782,0.528107102,8.194537815,0.01858396,54
2017,JEY,34,15.5029977,0.960898754,10.5029977,0.052617349,60
2018,JEY,29,10.00577469,0.897315564,7.005774687,0.106287828,41
2019,JEY,35,14.8442721,0.665955036,5.844272096,0.03999191,36
2020,JEY,29,10.57913377,1.152751834,5.579133775,0.208810443,51
2021,JEY,35,11.84268454,0.783689711,7.342684538,0.034901996,50
2022,JEY,40,12.64861875,0.799087206,8.648618749,0.043203504,83
2023,JEY,38,11.23765782,0.668956896,8.237657823,0.052331279,60
2024,JEY,3,0.200163399,0,0.200163399,1,3
1990,JOR,277,235.0133783,0.446853956,29.05504496,0.026523313,350
1991,JOR,258,216.8939394,0.380822113,22.14393939,0.047258121,376
1992,JOR,246,202.6979909,0.403545501,26.1979909,0.018578917,349
1993,JOR,222,191.6768038,0.367826647,19.92680375,0.013216692,330
1994,JOR,292,241.8777889,0.38464782,34.37778888,0.017915383,416
1995,JOR,338,284.7828755,0.369477047,39.54954212,0.006034737,479
1996,JOR,448,355.9789794,0.373957412,57.62897935,0.015804839,604
1997,JOR,525,408.8365463,0.430842595,65.08654628,0.018507804,695
1998,JOR,593,460.4597037,0.483515001,83.12637034,0.032181847,772
1999,JOR,607,477.1375262,0.47712756,88.70419288,0.033588147,798
2000,JOR,679,557.3628538,0.544062635,84.91285381,0.033632796,858
2001,JOR,678,552.344041,0.535524,84.90594581,0.031350645,838
2002,JOR,760,615.2441248,0.532642714,101.0869819,0.03503519,942
2003,JOR,863,679.9655089,0.485617765,115.6321755,0.026687218,1000
2004,JOR,976,774.5513915,0.595257155,130.8097248,0.03821542,1132
2005,JOR,1089,825.6052372,0.51893684,149.8552372,0.033077391,1295
2006,JOR,1332,1028.078268,0.636539127,183.9973152,0.041025328,1572
2007,JOR,1570,1206.686355,0.550905501,220.0807998,0.042074234,1882
2008,JOR,1856,1425.046944,0.61312826,282.6040873,0.047361255,2319
2009,JOR,2015,1556.627773,0.597202953,301.0492011,0.042539902,2658
2010,JOR,2341,1763.904792,0.563835902,378.2047919,0.041012116,3094
2011,JOR,2448,1815.881132,0.546328256,371.6977984,0.0394198,3164
2012,JOR,2560,1858.927071,0.523144868,420.3342139,0.043230979,3240
2013,JOR,2426,1754.409753,0.616078116,409.3224513,0.040624726,3180
2014,JOR,2456,1707.332776,0.61912363,433.2518236,0.055134809,3248
2015,JOR,2537,1735.359948,0.703499629,484.4932812,0.064599028,3449
2016,JOR,2950,2020.910503,0.710439875,570.5533601,0.052576369,3856
2017,JOR,3438,2373.907903,0.812693688,626.5412361,0.076785988,4537
2018,JOR,4298,2938.811075,0.879764944,813.511075,0.080299164,5275
2019,JOR,5309,3685.753926,0.888593615,968.7479736,0.081601864,6645
2020,JOR,6483,4382.990115,0.939356047,1224.012445,0.091719953,8062
2021,JOR,7740,4938.093466,1.068986418,1529.37045,0.105729518,9460
2022,JOR,9294,5869.996814,1.13528382,1918.305147,0.118087537,10816
2023,JOR,11216,6645.573607,1.252514532,2435.251781,0.118979121,12369
2024,JOR,1072,543.8333366,0.870290104,237.3888921,0.990714067,1941
1990,JPN,69393,66552.71188,0.780259391,2121.38128,0.071252792,135161
1991,JPN,70112,66911.50279,0.776723838,2358.955808,0.068610051,136696
1992,JPN,71367,67830.67555,0.76384121,2721.317904,0.06680097,141777
1993,JPN,77041,73081.96369,0.763175791,3099.63598,0.067045609,149817
1994,JPN,81786,77268.55251,0.75038257,3610.366905,0.064868257,156544
1995,JPN,84673,79718.07869,0.759110978,3858.95578,0.065310099,162096
1996,JPN,94623,86408.09993,0.836527036,6056.818653,0.073427347,168984
1997,JPN,98637,89721.82648,0.841786631,6693.616375,0.076499563,176549
1998,JPN,99407,89979.13183,0.857635423,7014.786753,0.077091515,178422
1999,JPN,102450,92557.40814,0.838712787,7043.051388,0.075663141,181741
2000,JPN,105440,95483.44744,0.844761581,7664.931672,0.074893102,189635
2001,JPN,104567,94812.32837,0.893437529,7643.032172,0.084451634,191423
2002,JPN,107796,97066.6132,0.86438665,8488.719084,0.080361905,197415
2003,JPN,112599,98494.5,0.86271357,10392.26775,0.078123789,197158
2004,JPN,116728,102467.5124,0.855246392,10922.44656,0.07850289,206452
2005,JPN,126646,111169.1654,0.830658569,12377.95073,0.076102351,218178
2006,JPN,129556,112861.8753,0.840619531,13123.49809,0.076607442,222059
2007,JPN,125129,108688.1008,0.858081957,12800.02812,0.077550655,220872
2008,JPN,123075,106386.6736,0.859119182,12632.3232,0.076585657,222051
2009,JPN,126113,109278.8046,0.83943136,12848.47678,0.075713925,228562
2010,JPN,126557,108207.6528,0.838609684,12956.37757,0.074693972,226493
2011,JPN,130196,110359.2244,0.835729776,13410.38094,0.075326071,232008
2012,JPN,129642,109242.0047,0.829270787,13700.40412,0.071051435,234233
2013,JPN,131410,110561.5501,0.810898398,14092.87292,0.069900462,239814
2014,JPN,125837,106336.2376,0.816412175,13847.40017,0.070553829,240295
2015,JPN,122207,102155.4815,0.77323127,13746.10414,0.065408569,235156
2016,JPN,125214,103332.0087,0.77018642,14412.34024,0.06375879,243858
2017,JPN,127817,105015.1841,0.749798079,14916.60359,0.059043767,245015
2018,JPN,129741,105508.6315,0.736567176,15727.77435,0.056974627,250001
2019,JPN,129409,103979.3202,0.737668394,15846.23413,0.05652961,247995
2020,JPN,132527,104903.2634,0.700331455,16911.12261,0.053341584,254190
2021,JPN,140120,111816.0095,0.700131089,17050.62773,0.050998352,267770
2022,JPN,134091,106375.5764,0.717159067,15932.76733,0.05607524,260986
2023,JPN,125466,98610.24104,0.711252736,14991.51527,0.065912649,253687
2024,JPN,11691,9001.693885,0.613951761,1501.31495,0.997253579,47619
2021,JRE,1,0.4,0,0.4,0,2
2022,JRE,2,1.833333333,1.586354529,0.833333333,0.454545455,14
2023,JRE,3,2.1,0,0.1,0,10
2024,JRE,2,0.122377622,0,0.122377622,1,2
1990,KAZ,100,87.8993754,0.096386233,7.899375404,0.011376645,274
1991,KAZ,101,87.04334734,0.076907378,12.37668067,0,247
1992,KAZ,140,117.093427,0.137723285,12.34342697,0.001296966,446
1993,KAZ,123,109.9428571,0.167141866,9.442857143,0.014401421,411
1994,KAZ,112,93.66112687,0.19887989,10.66112687,0.011044953,252
1995,KAZ,138,111.1995133,0.202608472,16.1995133,0.010491653,279
1996,KAZ,262,219.1746633,0.159796198,22.81752049,0.008638793,481
1997,KAZ,211,168.0789351,0.164228084,22.32337957,0.006490457,401
1998,KAZ,252,198.1601784,0.208441522,33.94805715,0.009146641,434
1999,KAZ,213,162.9344383,0.299302996,23.43443833,0.011716927,431
2000,KAZ,238,184.2891741,0.310160917,27.5891741,0.029301195,415
2001,KAZ,253,198.9856763,0.251590019,29.28567627,0.010834234,498
2002,KAZ,295,223.8895742,0.210961672,35.10624092,0.002001863,504
2003,KAZ,353,243.0911555,0.257736766,54.02210784,0.017792605,560
2004,KAZ,336,225.3825913,0.311482883,60.74925794,0.024429917,521
2005,KAZ,371,245.2621434,0.194175496,73.70381009,0.007436189,652
2006,KAZ,338,236.8850993,0.281725687,65.55176599,0.019059068,610
2007,KAZ,372,230.6736546,0.306877874,77.50698797,0.021223488,636
2008,KAZ,364,239.2650643,0.282359282,72.12220715,0.025821769,624
2009,KAZ,434,275.3959366,0.303473314,87.56260322,0.02880148,675
2010,KAZ,468,324.2771949,0.342485729,85.27719486,0.023040662,777
2011,KAZ,564,401.5557722,0.385504165,107.9724389,0.025745656,908
2012,KAZ,823,587.561184,0.526205756,155.561184,0.062291854,1276
2013,KAZ,1770,1389.845463,0.331897422,262.4121296,0.027415177,3082
2014,KAZ,2356,1847.781609,0.305864187,372.606212,0.025869488,4694
2015,KAZ,2466,1848.326584,0.405701927,442.7015843,0.035332937,4744
2016,KAZ,3485,2655.170898,0.409746563,611.8042309,0.031140043,7251
2017,KAZ,3636,2603.775489,0.512703254,730.9421554,0.049524279,7300
2018,KAZ,4150,2965.86125,0.651913129,850.4779167,0.064724751,8359
2019,KAZ,5113,3451.98261,0.623008679,1222.486578,0.05912341,9257
2020,KAZ,5727,3987.296746,0.61372811,1359.130764,0.059539797,10650
2021,KAZ,5998,3972.016268,0.670343759,1453.446427,0.061426254,11026
2022,KAZ,6248,4254.231081,0.641183868,1499.003493,0.056880142,12260
2023,KAZ,6555,4531.424253,0.758335146,1539.040162,0.069872632,13460
2024,KAZ,459,300.5130478,0.489396848,104.5130478,0.937242246,1419
1990,KEN,431,345.3026505,0.784475755,57.30265045,0.064998136,636
1991,KEN,425,329.6296953,0.876949421,65.79636197,0.065876992,675
1992,KEN,494,385.1151165,0.626425684,72.91511655,0.059002244,847
1993,KEN,514,406.6759082,0.628277052,73.9814638,0.048881518,877
1994,KEN,480,367.6378839,0.635835536,77.8045506,0.052558895,805
1995,KEN,456,328.3467293,0.828549589,86.88006267,0.061181617,807
1996,KEN,641,390.1906764,0.862332109,144.0073431,0.066975812,882
1997,KEN,680,425.4905645,0.720262777,150.3865963,0.060032806,971
1998,KEN,604,370.0085195,0.70224403,138.6228053,0.060188648,887
1999,KEN,620,373.0405117,0.870428028,156.0357498,0.074060229,892
2000,KEN,595,355.6206891,0.90391632,139.5373557,0.080848271,852
2001,KEN,668,416.8846987,0.864597166,160.7735875,0.068718906,1036
2002,KEN,717,448.2229814,0.773342123,153.5801242,0.060607745,1149
2003,KEN,822,431.9130542,0.786973784,216.7463875,0.061119719,1129
2004,KEN,862,478.7690302,0.814364822,236.4856969,0.065474734,1241
2005,KEN,886,476.9300444,0.952031556,232.1538539,0.086261562,1336
2006,KEN,999,519.3508831,0.872554735,294.4508831,0.076061879,1485
2007,KEN,1143,598.9069122,0.960174908,291.3544591,0.080866661,1738
2008,KEN,1199,629.5359887,0.995766745,329.5245168,0.093186809,1875
2009,KEN,1357,743.396771,0.89394456,347.599152,0.081153827,2136
2010,KEN,1563,832.7846376,0.952106427,395.9334471,0.085201737,2409
2011,KEN,1746,895.1096918,0.964608456,463.1430251,0.081612376,2802
2012,KEN,1742,848.586956,0.987276847,447.6168331,0.081042528,2791
2013,KEN,1938,925.099978,0.940954783,529.136511,0.088586435,3127
2014,KEN,2265,1031.783164,1.038162232,591.5510212,0.103415414,3594
2015,KEN,2324,1093.002071,0.899999327,570.3354046,0.077957747,3949
2016,KEN,2491,1139.031939,0.881653505,615.7652727,0.078193505,4081
2017,KEN,2733,1247.125336,0.89622313,711.0181933,0.083278119,4293
2018,KEN,2978,1384.654407,0.887258272,772.4710734,0.073802701,4855
2019,KEN,3363,1554.175211,0.888400763,870.1073536,0.07774742,5157
2020,KEN,4090,1916.455548,0.837107556,1000.213123,0.079421785,6084
2021,KEN,4726,2142.869388,0.814293616,1149.036054,0.063186961,7074
2022,KEN,4806,2101.535714,0.800749573,1131.419048,0.069912172,7314
2023,KEN,4672,2095.564701,0.717337381,1142.238943,0.073009699,7442
2024,KEN,382,148.1942782,1.24764332,102.9442782,0.996626051,921
1990,KGZ,4,3.5,0,,0,12
1991,KGZ,9,7.583333333,0.01607607,1.083333333,0,32
1992,KGZ,22,20.75,0.125778299,0.75,0,42
1993,KGZ,19,19,0.064675834,,0,49
1994,KGZ,23,19.95,0.26046725,1.95,0.050125313,52
1995,KGZ,15,12.23333333,0.233803847,1.233333333,0,29
1996,KGZ,34,20.86337535,0.168289734,5.86337535,0.008458391,50
1997,KGZ,30,24.54285714,0.14887864,4.542857143,0,68
1998,KGZ,43,30.54642857,0.199141838,6.379761905,0,70
1999,KGZ,38,28.3031746,0.348118004,6.303174603,0.030620829,61
2000,KGZ,38,24.43776844,0.102906941,9.437768441,0,68
2001,KGZ,42,25.59949634,0.316938285,7.599496337,0.017465788,61
2002,KGZ,40,24.80868703,0.274705004,6.308687026,0.003359038,60
2003,KGZ,33,19.19203852,0.460291282,6.192038517,0.041249744,52
2004,KGZ,44,27.85396825,0.114231216,5.853968254,0.003590153,65
2005,KGZ,79,41.99776278,0.217890879,15.16442944,0.012987705,104
2006,KGZ,79,50.36708312,0.348685211,15.03374979,0.029119547,118
2007,KGZ,72,38.51386517,0.350400613,17.01386517,0.037551568,103
2008,KGZ,95,57.59615596,0.384736288,17.59615596,0.011999258,128
2009,KGZ,73,38.74983944,0.344283396,18.41650611,1.94E-04,127
2010,KGZ,67,33.9307784,0.786481137,16.9307784,0.098696586,99
2011,KGZ,96,47.08434576,0.370022974,16.75101243,0.021794727,140
2012,KGZ,108,55.83358017,0.682550768,20.83358017,0.057723039,139
2013,KGZ,145,61.22917971,0.608166982,31.22917971,0.059191924,189
2014,KGZ,141,65.0585507,0.379709995,29.0585507,0.027112216,165
2015,KGZ,147,58.24725125,0.386815,31.84725125,0.033307684,201
2016,KGZ,227,114.8111088,0.471809287,41.3111088,0.038549984,305
2017,KGZ,258,119.0247923,0.514974512,52.44145893,0.035568959,347
2018,KGZ,302,143.342171,0.495284814,72.50883762,0.04424571,462
2019,KGZ,415,210.3138312,0.385746696,85.69716456,0.028557347,618
2020,KGZ,524,233.7019791,0.432388331,100.7853124,0.031086666,688
2021,KGZ,602,251.0123974,0.641268609,124.0123974,0.049294581,754
2022,KGZ,616,272.5154766,0.503993042,146.9321433,0.043681174,798
2023,KGZ,675,303.6212775,0.45431355,160.3046108,0.042754253,1035
2024,KGZ,46,14.724672,0.208591753,10.224672,0.885517702,68
1991,KHM,1,1,0,,0,3
1992,KHM,1,1,0,,0,2
1993,KHM,6,5.071428571,0.368947775,0.666666667,0,12
1994,KHM,9,6.675,0.041234668,1.675,0,24
1995,KHM,6,4.083333333,0.372542101,1.083333333,0.06122449,13
1996,KHM,10,5.092857143,0.929686881,1.75952381,0,10
1997,KHM,13,6.941666667,0.488978586,4.941666667,0,26
1998,KHM,16,9.798015873,1.059090931,4.46468254,0.080798672,31
1999,KHM,26,10.88827561,0.447060792,5.05494228,0,37
2000,KHM,27,16.16432179,0.511937659,4.664321789,0.041611337,43
2001,KHM,30,14.5202381,0.636918209,5.686904762,0.012708043,37
2002,KHM,48,25.50140457,0.708142956,12.00140457,0.045038263,82
2003,KHM,51,24.18395206,0.815359814,15.48395206,0.066553382,73
2004,KHM,81,33.24893012,0.663944302,21.49893012,0.041119269,121
2005,KHM,78,32.57760758,1.059247999,21.57760758,0.050904341,128
2006,KHM,105,44.15913972,0.855513863,33.65913972,0.090920188,180
2007,KHM,133,48.44609821,1.272527339,38.44609821,0.098354577,240
2008,KHM,134,50.26373567,0.970326429,39.26373567,0.065377734,198
2009,KHM,160,56.66399156,1.38956586,46.46399156,0.106120086,263
2010,KHM,175,57.05317785,1.172060755,42.05317785,0.124209552,264
2011,KHM,186,68.55183039,1.432092361,50.45183039,0.116977762,311
2012,KHM,220,71.50027011,1.135965277,50.91693677,0.10458424,351
2013,KHM,236,79.66104088,1.238409332,65.54992977,0.105049833,432
2014,KHM,263,84.56203154,1.214371629,68.56203154,0.091607573,470
2015,KHM,305,97.53588207,1.195353982,77.03588207,0.103882402,507
2016,KHM,369,109.7504539,1.128113492,93.25045387,0.090811876,534
2017,KHM,384,114.2412144,0.954144908,100.7412144,0.075673323,567
2018,KHM,447,140.2565955,0.849711079,111.4232622,0.066791386,676
2019,KHM,479,135.7181644,0.829402197,116.0753072,0.082228275,727
2020,KHM,522,160.2055353,0.761220913,130.7055353,0.047131542,722
2021,KHM,548,161.7689599,0.825173407,119.6022932,0.068720883,720
2022,KHM,641,198.0703899,0.824462457,135.5703899,0.064181167,849
2023,KHM,580,193.6027716,1.021103688,137.2694382,0.094015406,896
2024,KHM,45,11.78488153,0.230816147,9.78488153,1,116
1990,KIR,35,28.64285714,1.277522347,3.642857143,0.209476309,51
1991,KIR,28,24.44444444,1.217683298,2.444444444,0.192045455,39
1992,KIR,35,29.31666667,0.835979379,1.733333333,0.164866401,48
1993,KIR,24,19.66666667,0.528166187,1.833333333,0.042372881,28
1994,KIR,33,26.86666667,0.45488721,3.866666667,0,53
1995,KIR,30,25.74215686,0.459628899,2.742156863,0.041131889,42
1996,KIR,2,0.95,0.475524624,0.95,0,4
1997,KIR,1,0.333333333,0,0.333333333,0,1
1998,KIR,2,0.708333333,0.54361889,0.375,0,4
2003,KIR,2,1.076923077,0.031108464,0.076923077,0,3
2006,KIR,2,0.308823529,0.588394717,0.308823529,0,4
2007,KIR,6,2.505555556,2.070926809,1.505555556,0.399113082,6
2009,KIR,1,0.333333333,0,0.333333333,0,1
2010,KIR,1,0.333333333,0.416860322,0.333333333,0,1
2012,KIR,1,1,0,,0,1
2013,KIR,5,0.710568087,0.500120762,0.710568087,0.078184704,6
2014,KIR,7,1.685660801,0.473034151,1.685660801,0,14
2015,KIR,6,1.425,1.049257321,1.425,0,6
2016,KIR,6,1.994444444,0.747203399,1.994444444,0.100278552,10
2017,KIR,6,1.521367521,1.2316261,1.521367521,0.050561798,11
2018,KIR,3,0.455026455,0.724012154,0.455026455,0,6
2019,KIR,15,4.451623377,0.448022303,3.451623377,0,14
2020,KIR,15,3.981989981,0.754738949,3.981989981,0.037527993,23
2021,KIR,11,2.003659951,1.655802537,2.003659951,0.371883565,15
2022,KIR,11,1.824335011,0.945720544,1.824335011,0.202073933,19
2023,KIR,13,2.307944272,0.894773618,2.307944272,0.076176472,21
2024,KIR,1,0.142857143,0,0.142857143,1,1
1990,KNA,1,1,0,,0,4
1992,KNA,3,3,0.214892032,,0,3
1993,KNA,2,1.3125,0.246581425,0.3125,0,8
1994,KNA,2,0.944444444,1.276417558,0.944444444,0.470588235,5
1995,KNA,1,0.2,0.311570481,0.2,0,1
1996,KNA,1,0.25,1.874680328,0.25,0,1
1997,KNA,4,1.726190476,0.652092082,0.726190476,0,5
1998,KNA,3,1.533333333,0.727210781,0.533333333,0,3
1999,KNA,7,4.34478022,0.417259245,0.34478022,0.032880177,8
2000,KNA,2,1.5,0.119955188,0.5,0,2
2001,KNA,1,1,0,,0,3
2002,KNA,6,0.609231412,4.609820847,0.609231412,0.410353103,6
2003,KNA,3,1.5,0,0.5,0,3
2004,KNA,5,1.22875817,9.249443169,0.72875817,0.909574468,8
2005,KNA,8,2.563095238,0.726515736,1.313095238,0.027868091,4
2006,KNA,14,3.711111111,1.311632789,2.711111111,0.166167665,6
2007,KNA,16,4.344480519,0.419029427,3.344480519,0,14
2008,KNA,15,5.70952381,0.492208372,4.70952381,0.035029191,12
2009,KNA,20,8.293290043,0.632167922,4.293290043,0.060289704,19
2010,KNA,24,6.497985348,1.050294387,5.497985348,0.076946926,28
2011,KNA,19,6.072869674,0.932415296,3.572869674,0.159373936,23
2012,KNA,40,14.7356139,0.909454331,7.735613903,0.036193493,47
2013,KNA,38,15.53455988,1.330077279,11.53455988,0.08560023,53
2014,KNA,75,22.59866845,0.835007726,15.59866845,0.04497544,72
2015,KNA,96,29.68033297,1.427821962,19.68033297,0.08619712,91
2016,KNA,114,30.14442532,0.957297203,22.14442532,0.097941709,100
2017,KNA,93,31.97756798,0.944136385,22.97756798,0.08207171,102
2018,KNA,113,33.93901846,0.746665151,24.93901846,0.011688709,108
2019,KNA,106,36.63498863,0.895842727,25.63498863,0.069150652,144
2020,KNA,140,43.96643149,0.489732178,31.96643149,0.010856917,174
2021,KNA,139,37.63411285,0.675287578,30.63411285,0.047886212,117
2022,KNA,132,39.39749992,0.688530531,28.06416659,0.030389653,138
2023,KNA,125,37.68753717,0.608411192,27.68753717,0.076534263,155
2024,KNA,18,4.749246309,0.256406975,3.749246309,1,30
1990,KOR,2425,2093.829878,0.57847606,192.1513067,0.046688232,5037
1991,KOR,2840,2382.978286,0.610976488,270.9413814,0.053662318,5743
1992,KOR,3266,2773.695593,0.606880796,290.8821007,0.0474911,6607
1993,KOR,4230,3601.13476,0.623262454,358.001427,0.053950362,8681
1994,KOR,5345,4539.218885,0.682737476,464.6211576,0.059507733,10655
1995,KOR,6982,5967.133001,0.6729814,594.8770851,0.052628731,13755
1996,KOR,10641,8936.45765,0.676752468,979.152888,0.058885969,18836
1997,KOR,13288,11358.12266,0.679113373,1213.849151,0.059176893,23502
1998,KOR,14375,12232.1059,0.724339657,1384.053614,0.064263102,25322
1999,KOR,17058,14828.97448,0.744342701,1486.623341,0.064078094,29653
2000,KOR,18377,15994.94577,0.848495302,1672.473887,0.077437056,33391
2001,KOR,21036,18392.23486,0.868762786,1946.423401,0.08456647,39188
2002,KOR,23293,20169.52397,0.873903122,2399.272942,0.08468864,42278
2003,KOR,28011,23748.73295,0.860897027,3124.298582,0.082610692,46878
2004,KOR,32406,27733.5629,0.857909508,3632.859197,0.08110286,54292
2005,KOR,37656,31979.88777,0.878851767,4298.280712,0.080957942,63107
2006,KOR,43754,37447.99798,0.842266743,4899.715961,0.077859909,72061
2007,KOR,48069,41292.16996,0.832838356,5366.521441,0.076738697,80544
2008,KOR,50892,43777.2303,0.873549171,5695.264538,0.081983446,85829
2009,KOR,53589,46027.04823,0.878091052,5922.597328,0.07996822,89920
2010,KOR,59504,50691.84524,0.90716308,6554.838264,0.080105954,96483
2011,KOR,64932,55060.54256,0.917905449,7265.373519,0.085807232,102419
2012,KOR,69109,58455.04007,0.935108041,7855.528867,0.082921159,108772
2013,KOR,72619,61465.81633,0.899183835,8393.821893,0.079802694,115282
2014,KOR,76252,64888.01093,0.888535418,8832.161392,0.078507774,121992
2015,KOR,79843,68017.93451,0.862653564,9419.398385,0.074116093,128167
2016,KOR,81068,68675.14515,0.843524929,9668.30181,0.072875095,130339
2017,KOR,82070,69362.87171,0.86587219,9984.315537,0.073442334,136441
