date,countryiso3code,full_pubs,frac_pubs,frac_FWCI,frac_intl,frac_pubs_top10p_FWCI_perc,number_unique_authors
2001,GUY,15,8.688095238,0.631462186,3.688095238,0.086325021,19
2002,GUY,17,7.629846965,0.611003318,3.629846965,0,22
2003,GUY,15,7.671428571,0.654298004,3.171428571,0.009310987,25
2004,GUY,20,10.58589466,0.2869897,3.585894661,0,30
2005,GUY,26,18.66361971,0.08498235,3.663619714,0,22
2006,GUY,17,8.336904762,0.349910054,3.503571429,0,28
2007,GUY,27,12.31263736,0.298650861,6.029304029,0.016399661,35
2008,GUY,18,8.808982684,0.43493635,2.808982684,0,20
2009,GUY,30,19.96190476,0.532572118,3.961904762,0.057251908,42
2010,GUY,36,22.58055556,0.288724549,6.247222222,0.008857178,44
2011,GUY,21,11.36847826,0.278062634,5.368478261,0,46
2012,GUY,32,16.27009265,0.160491227,7.270092652,0.007682808,53
2013,GUY,28,13.93535354,0.632377847,6.935353535,0.017939983,36
2014,GUY,28,12.2063022,0.400056304,5.206302199,0.03780944,47
2015,GUY,30,9.128463121,0.659654978,5.128463121,0.083669913,50
2016,GUY,35,13.38381836,0.548252508,10.38381836,0.057273387,75
2017,GUY,35,16.42824321,0.556197646,10.42824321,8.77E-05,74
2018,GUY,57,23.87762893,0.427179457,10.37762893,0.027531663,55
2019,GUY,90,45.6343109,0.339579585,18.6343109,0.024974376,107
2020,GUY,120,51.81534946,0.577354826,26.81534946,0.045069731,146
2021,GUY,108,44.68982365,0.432590645,24.93982365,0.053242407,137
2022,GUY,125,54.49984102,0.40383136,24.49984102,0.031093324,158
2023,GUY,149,53.08636205,0.513363368,31.58636205,0.076086733,197
2024,GUY,12,6.274703557,0,1.774703557,1,17
1990,HKG,1326,1184.951059,0.816690919,107.8677258,0.076815844,1726
1991,HKG,1456,1294.599856,0.804568914,123.8498557,0.076422462,1855
1992,HKG,1688,1431.505563,0.79196113,195.5388959,0.070944011,2071
1993,HKG,2020,1708.604548,0.816284985,233.880488,0.067584342,2539
1994,HKG,2556,2134.997406,0.859286147,303.2735969,0.08338841,3113
1995,HKG,3294,2725.413706,0.852961443,403.6327533,0.07731996,3938
1996,HKG,4652,3651.204754,0.913808545,665.1686427,0.087846449,4806
1997,HKG,5656,4441.03004,0.951225895,851.7166922,0.096525545,5827
1998,HKG,6306,4917.800163,0.979792572,1019.416783,0.096882185,6549
1999,HKG,6653,5142.406329,1.076111813,1127.802325,0.111688334,6851
2000,HKG,7721,5827.57952,1.101318737,1494.073279,0.116692988,7943
2001,HKG,8542,6544.859427,1.199924863,1533.932443,0.134536684,8847
2002,HKG,8895,6636.031817,1.288796129,1777.983801,0.13757001,9320
2003,HKG,10333,7408.318261,1.454150941,2204.235063,0.138455223,9868
2004,HKG,11312,8046.208892,1.269322698,2513.366758,0.135296588,10706
2005,HKG,12139,8454.431049,1.30314534,2774.557504,0.13899982,11423
2006,HKG,13127,9017.096808,1.270165252,2990.49872,0.136255616,12077
2007,HKG,13114,8704.67341,1.352350729,3118.470491,0.150878114,12329
2008,HKG,13434,8814.1622,1.343994957,3241.314539,0.149843076,12879
2009,HKG,14252,9223.643903,1.350449381,3434.500571,0.147285687,13477
2010,HKG,15085,9687.546476,1.355817675,3656.377117,0.149478223,14133
2011,HKG,15728,9880.484053,1.401279553,3895.628039,0.155765119,14985
2012,HKG,16192,9913.437475,1.425238824,3997.725022,0.155773603,15422
2013,HKG,17027,10165.24281,1.440155836,4150.848764,0.153126029,15902
2014,HKG,17895,10311.19746,1.455048461,4380.932383,0.158215079,16842
2015,HKG,18320,10333.46089,1.46480789,4549.516052,0.163453553,17518
2016,HKG,19491,10766.14837,1.472518503,4884.255117,0.162851709,18707
2017,HKG,20851,11203.337,1.524978402,5263.260809,0.167582485,19491
2018,HKG,22567,11801.19723,1.50288402,5743.466959,0.168713126,20941
2019,HKG,24366,12148.89999,1.568614184,6111.709547,0.181334408,22345
2020,HKG,26436,12979.78332,1.809550054,6645.769537,0.191219748,24583
2021,HKG,29831,14373.48757,1.614553485,7431.606073,0.18867356,27415
2022,HKG,33590,15862.73995,1.660058317,8528.130049,0.182357036,30599
2023,HKG,36309,16538.02549,1.568640423,9233.487795,0.163770215,33094
2024,HKG,4266,1775.910187,1.011318589,1092.660187,0.997229476,7355
2011,HMD,1,0.333333333,0.612811276,0.333333333,0,1
2016,HMD,1,0.5,0.442067761,0.5,0,1
1990,HND,9,7.333333333,0.468327538,1.333333333,0,11
1991,HND,22,12.7209707,0.644392794,3.720970696,0.052406902,31
1992,HND,8,5.45,1.553833897,1.45,0.321100917,15
1993,HND,11,6.569047619,0.196819314,1.569047619,0,22
1994,HND,9,5.023333333,0.746410597,1.523333333,0.087591241,22
1995,HND,13,10.05882353,0.39083102,1.058823529,0.038986355,25
